SourceRowId;Date;DocumentId;DocumentLineId;ProductId;ProductName;SpendOriginalCurrency;OriginalCurrency;SpendEUR;Quantity;UOM;VendorId;VendorName;VendorCity;VendorCountry;CategoryL1;CategoryL2
69070;44227;DOC2AC0508082D;2;;;10319,75688;EUR;10319,75688;;;35;AC NIELSEN GmbH.;WIEN;AT;Indirect;Professional Services
69071;44228;DOC24FE930F465;2;;;42631,39999;EUR;42631,39999;;;35;AC NIELSEN GmbH.;WIEN;AT;Indirect;Professional Services
69072;44229;DOC254B675844F;2;;;42631,39999;EUR;42631,39999;;;35;AC NIELSEN GmbH.;WIEN;AT;Indirect;Professional Services
69073;44231;DOC23D3C3465D6;2;;;10319,75688;EUR;10319,75688;;;35;AC NIELSEN GmbH.;WIEN;AT;Indirect;Professional Services
69074;44232;DOC273CD5F9F4C;2;;;10319,75688;EUR;10319,75688;;;35;AC NIELSEN GmbH.;WIEN;AT;Indirect;Professional Services
69075;44170;DOC29F8F1802B1;2;255;BEEF SLICED IEGDVZ.;52582,616;EUR;52582,616;3093,095059;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69076;44236;DOC2C84E23470A;3;255;BEEF SLICED IEGDVZ.;-117,821925;EUR;-117,821925;-6,930701471;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69077;43861;DOC2D410106BFA;3;246;BEEF CUT OPPHNT.;15861,33105;EUR;15861,33105;1220,102389;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69078;43861;DOC2F2435F7CB4;2;246;BEEF CUT OPPHNT.;78612,7134;EUR;78612,7134;6047,1318;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69079;43861;DOC2EFFE8C0E0E;2;246;BEEF CUT OPPHNT.;35895,37361;EUR;35895,37361;2761,182585;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69080;43861;DOC2D410106BFA;2;246;BEEF CUT OPPHNT.;36289,82826;EUR;36289,82826;2791,525251;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69081;43886;DOC23B339C0CAE;2;246;BEEF CUT OPPHNT.;42012,84599;EUR;42012,84599;3231,757384;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69082;43901;DOC22B4601F8CB;2;246;BEEF CUT OPPHNT.;101291,3148;EUR;101291,3148;7791,639597;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69083;43924;DOC2A41F74D546;2;246;BEEF CUT OPPHNT.;10471,99765;EUR;10471,99765;805,5382808;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69084;43925;DOC2C23CC3E5B3;2;246;BEEF CUT OPPHNT.;-16343,12924;EUR;-16343,12924;-1257,163788;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69085;43950;DOC2F5ECEF728E;2;246;BEEF CUT OPPHNT.;25307,7466;EUR;25307,7466;1946,749739;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69086;43950;DOC2BC5F226BF9;2;246;BEEF CUT OPPHNT.;97571,06596;EUR;97571,06596;7505,466612;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69087;43951;DOC2F4845BCBBB;2;246;BEEF CUT OPPHNT.;14277,71163;EUR;14277,71163;1098,28551;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69088;44112;DOC2F232A62724;3;246;BEEF CUT OPPHNT.;4653,073294;EUR;4653,073294;357,9287149;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69089;44154;DOC21979782B30;2;246;BEEF CUT OPPHNT.;99516,93176;EUR;99516,93176;7655,148597;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69090;44232;DOC2D410106BFA;2;246;BEEF CUT OPPHNT.;99034,63637;EUR;99034,63637;7618,048951;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69091;44236;DOC2C84E23470A;2;246;BEEF CUT OPPHNT.;-765,706095;EUR;-765,706095;-58,90046885;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69092;44244;DOC22A124294FB;2;246;BEEF CUT OPPHNT.;10103,34276;EUR;10103,34276;777,1802123;KG;4;Alpenrind GmbH;Salzburg;AT;Raw Materials;Meat
69093;44300;DOC2285BF1170D;2;290;PLASTIC BOTTLES FRCKJX.;4299,153724;EUR;4299,153724;7563,67281;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69094;44302;DOC2FEF042D370;11;290;PLASTIC BOTTLES FRCKJX.;2047,208869;EUR;2047,208869;3601,736307;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69095;43900;DOC2D9659BA2F5;7;227;PLASTIC CAP UUVPTM.;807,036858;EUR;807,036858;1462,979732;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69096;43930;DOC2C9D048BA0E;5;227;PLASTIC CAP UUVPTM.;1614,08365;EUR;1614,08365;2925,977473;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69097;44008;DOC2E6D2F9C7C2;6;227;PLASTIC CAP UUVPTM.;1614,08365;EUR;1614,08365;2925,977473;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69098;44163;DOC2294761784B;5;290;PLASTIC BOTTLES FRCKJX.;7497,204446;EUR;7497,204446;13190,13114;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69099;44163;DOC2294761784B;4;290;PLASTIC BOTTLES FRCKJX.;7497,204446;EUR;7497,204446;13190,13114;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69100;44163;DOC2294761784B;3;290;PLASTIC BOTTLES FRCKJX.;7497,204446;EUR;7497,204446;13190,13114;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69101;44216;DOC2D34F61CE0D;8;227;PLASTIC CAP UUVPTM.;1204,182087;EUR;1204,182087;2182,916393;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69102;44232;DOC2737D13A9C5;2;227;PLASTIC CAP UUVPTM.;-37,166236;EUR;-37,166236;-67,37418428;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69103;44267;DOC2C3224DC0AD;13;227;PLASTIC CAP UUVPTM.;1154,935085;EUR;1154,935085;2093,642446;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69104;44267;DOC2C3224DC0AD;10;227;PLASTIC CAP UUVPTM.;1539,92007;EUR;1539,92007;2791,535268;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69105;44310;DOC2F895A93BA3;13;227;PLASTIC CAP UUVPTM.;808,199234;EUR;808,199234;1465,086863;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69106;44329;DOC28B2950EE81;2;227;PLASTIC CAP UUVPTM.;-318,659993;EUR;-318,659993;-577,6602476;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69107;44363;DOC2A7260B1A84;7;227;PLASTIC CAP UUVPTM.;433,645831;EUR;433,645831;786,1041976;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69108;44363;DOC2A7260B1A84;9;227;PLASTIC CAP UUVPTM.;433,645831;EUR;433,645831;786,1041976;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69109;44377;DOC26F73BEF560;12;227;PLASTIC CAP UUVPTM.;1734,593259;EUR;1734,593259;3144,434801;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69110;44401;DOC291621FF290;2;227;PLASTIC CAP UUVPTM.;-70,269123;EUR;-70,269123;-127,3824135;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69111;43853;DOC2F6B2B4EB80;7;227;PLASTIC CAP UUVPTM.;807,036858;EUR;807,036858;1462,979732;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69112;43861;DOC2944838393F;10;227;PLASTIC CAP UUVPTM.;807,036858;EUR;807,036858;1462,979732;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69113;43900;DOC294AE19EDE8;9;227;PLASTIC CAP UUVPTM.;403,523396;EUR;403,523396;731,4988702;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69114;44084;DOC236C7F02D38;5;372;PLASTIC BOTTLES AIDTIS.;7782,978316;EUR;7782,978316;9784,369964;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69115;44133;DOC2416E7D46BC;8;372;PLASTIC BOTTLES AIDTIS.;1702,527422;EUR;1702,527422;2140,33208;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69116;44133;DOC2416E7D46BC;9;372;PLASTIC BOTTLES AIDTIS.;2432,17645;EUR;2432,17645;3057,610241;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69117;44183;DOC270969A90F3;9;372;PLASTIC BOTTLES AIDTIS.;943,367333;EUR;943,367333;1185,954094;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69118;44244;DOC2AA3616BE66;9;372;PLASTIC BOTTLES AIDTIS.;5835,091963;EUR;5835,091963;7335,584942;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69119;44244;DOC2AA3616BE66;11;372;PLASTIC BOTTLES AIDTIS.;1006,052696;EUR;1006,052696;1264,758988;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69120;44244;DOC2AA3616BE66;10;372;PLASTIC BOTTLES AIDTIS.;223,565095;EUR;223,565095;281,054824;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69121;44302;DOC2FEF042D370;9;372;PLASTIC BOTTLES AIDTIS.;983,653205;EUR;983,653205;1236,599472;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69122;44302;DOC2FEF042D370;8;372;PLASTIC BOTTLES AIDTIS.;5901,90946;EUR;5901,90946;7419,584548;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69123;44377;DOC26F73BEF560;5;372;PLASTIC BOTTLES AIDTIS.;4332,430915;EUR;4332,430915;5446,514842;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69124;44377;DOC26F73BEF560;6;372;PLASTIC BOTTLES AIDTIS.;3465,942778;EUR;3465,942778;4357,209417;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69125;43900;DOC294AE19EDE8;5;247;PLASTIC BOTTLES EZVCBV.;4658,326226;EUR;4658,326226;8582,547375;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69126;44008;DOC27E5ACFE74D;9;247;PLASTIC BOTTLES EZVCBV.;5822,907783;EUR;5822,907783;10728,18422;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69127;44163;DOC2294761784B;11;247;PLASTIC BOTTLES EZVCBV.;3187,213279;EUR;3187,213279;5872,153995;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69128;44302;DOC2FEF042D370;10;247;PLASTIC BOTTLES EZVCBV.;3566,098832;EUR;3566,098832;6570,216572;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69129;44008;DOC2E6D2F9C7C2;5;97;PLASTIC BOTTLES PILCDX.;7514,731224;EUR;7514,731224;11595,27639;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69130;44188;DOC2BF1764A11D;14;97;PLASTIC BOTTLES PILCDX.;7666,204575;EUR;7666,204575;11829,0007;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69131;44040;DOC219AA0620ED;5;263;PLASTIC BOTTLES VRAJSE.;547,051159;EUR;547,051159;860,3458674;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69132;44040;DOC219AA0620ED;2;263;PLASTIC BOTTLES VRAJSE.;4376,40927;EUR;4376,40927;6882,766936;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69133;44321;DOC26B9ABCA51A;5;263;PLASTIC BOTTLES VRAJSE.;4080,170913;EUR;4080,170913;6416,873679;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69134;43853;DOC2F6B2B4EB80;8;6;PLASTIC BOTTLES KUXPVA.;425,020107;EUR;425,020107;699,427651;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69135;43900;DOC2D9659BA2F5;8;6;PLASTIC BOTTLES KUXPVA.;425,020107;EUR;425,020107;699,427651;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69136;43930;DOC2C9D048BA0E;6;6;PLASTIC BOTTLES KUXPVA.;425,020107;EUR;425,020107;699,427651;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69137;44027;DOC26B5FD3A7BB;4;6;PLASTIC BOTTLES KUXPVA.;283,346738;EUR;283,346738;466,2851007;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69138;44072;DOC2977E93EE59;8;6;PLASTIC BOTTLES KUXPVA.;583,388872;EUR;583,388872;960,0447171;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Raw Materials;Flour & Grain
69139;44027;DOC26B5FD3A7BB;6;227;PLASTIC CAP UUVPTM.;403,523396;EUR;403,523396;731,4988702;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69140;44082;DOC26B2ED56879;6;227;PLASTIC CAP UUVPTM.;1644,981003;EUR;1644,981003;2981,987555;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69141;44126;DOC28FA54B1ECE;9;227;PLASTIC CAP UUVPTM.;2056,22377;EUR;2056,22377;3727,479942;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69142;44140;DOC2F32170FE0C;2;227;PLASTIC CAP UUVPTM.;-25,383516;EUR;-25,383516;-46,01471305;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69143;44260;DOC2B725E15309;11;398;PLASTIC BOTTLES RRMWYF.;346,002238;EUR;346,002238;511,6714733;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69144;44377;DOC26F73BEF560;7;398;PLASTIC BOTTLES RRMWYF.;389,745849;EUR;389,745849;576,3599505;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69145;43853;DOC2F6B2B4EB80;10;11;PLASTIC BOTTLES GZYEEKY.;6314,087706;EUR;6314,087706;8299,918767;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69146;43868;DOC2F3AB69D54E;5;11;PLASTIC BOTTLES GZYEEKY.;664,638658;EUR;664,638658;873,6728294;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69147;43880;DOC269AD2E1465;8;11;PLASTIC BOTTLES GZYEEKY.;1329,285498;EUR;1329,285498;1747,356414;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69148;43917;DOC28BC013051C;10;11;PLASTIC BOTTLES GZYEEKY.;5981,772468;EUR;5981,772468;7863,08773;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69149;43930;DOC2C9D048BA0E;3;11;PLASTIC BOTTLES GZYEEKY.;1661,600736;EUR;1661,600736;2184,187451;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69150;43937;DOC276EF6E5C7E;18;11;PLASTIC BOTTLES GZYEEKY.;664,638658;EUR;664,638658;873,6728294;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69151;43967;DOC207AC946034;12;11;PLASTIC BOTTLES GZYEEKY.;5317,125628;EUR;5317,125628;6989,404146;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69152;44027;DOC2C8E5FEC348;6;11;PLASTIC BOTTLES GZYEEKY.;6314,087706;EUR;6314,087706;8299,918767;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69153;44048;DOC27D3B6E1BC4;4;11;PLASTIC BOTTLES GZYEEKY.;4652,48697;EUR;4652,48697;6115,731316;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69154;44063;DOC233EB9A26E4;9;11;PLASTIC BOTTLES GZYEEKY.;2032,092626;EUR;2032,092626;2671,202002;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69155;44098;DOC2E1CB3E356C;2;11;PLASTIC BOTTLES GZYEEKY.;3048,14303;EUR;3048,14303;4006,808381;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69156;44098;DOC2E1CB3E356C;5;11;PLASTIC BOTTLES GZYEEKY.;6434,974983;EUR;6434,974983;8458,826059;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69157;44163;DOC2294761784B;8;11;PLASTIC BOTTLES GZYEEKY.;2032,092626;EUR;2032,092626;2671,202002;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69158;44183;DOC270969A90F3;10;11;PLASTIC BOTTLES GZYEEKY.;1983,426804;EUR;1983,426804;2607,23039;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69159;44188;DOC2BF1764A11D;2;11;PLASTIC BOTTLES GZYEEKY.;3725,512694;EUR;3725,512694;4897,21622;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69160;44216;DOC2D34F61CE0D;7;11;PLASTIC BOTTLES GZYEEKY.;1983,426804;EUR;1983,426804;2607,23039;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69161;44216;DOC2DC69325EF9;10;11;PLASTIC BOTTLES GZYEEKY.;2975,136115;EUR;2975,136115;3910,840208;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69162;44226;DOC26BF2B25381;17;11;PLASTIC BOTTLES GZYEEKY.;330,572498;EUR;330,572498;434,5401914;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69163;44226;DOC26BF2B25381;18;11;PLASTIC BOTTLES GZYEEKY.;991,709311;EUR;991,709311;1303,609817;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69164;44237;DOC292529108B9;11;11;PLASTIC BOTTLES GZYEEKY.;661,136813;EUR;661,136813;869,0696261;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69165;44237;DOC292529108B9;6;11;PLASTIC BOTTLES GZYEEKY.;330,572498;EUR;330,572498;434,5401914;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69166;44244;DOC2AA3616BE66;14;11;PLASTIC BOTTLES GZYEEKY.;330,572498;EUR;330,572498;434,5401914;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69167;44260;DOC2B725E15309;13;11;PLASTIC BOTTLES GZYEEKY.;634,103882;EUR;634,103882;833,5346222;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69168;44260;DOC2B725E15309;12;11;PLASTIC BOTTLES GZYEEKY.;2536,407346;EUR;2536,407346;3334,127734;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69169;44267;DOC2C3224DC0AD;19;11;PLASTIC BOTTLES GZYEEKY.;1557,95268;EUR;1557,95268;2047,941253;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69170;44274;DOC29F2EA401DC;11;11;PLASTIC BOTTLES GZYEEKY.;1663,989845;EUR;1663,989845;2187,327954;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69171;44274;DOC29F2EA401DC;8;11;PLASTIC BOTTLES GZYEEKY.;1557,95268;EUR;1557,95268;2047,941253;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69172;44321;DOC26B9ABCA51A;9;11;PLASTIC BOTTLES GZYEEKY.;1663,989845;EUR;1663,989845;2187,327954;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69173;44321;DOC26B9ABCA51A;10;11;PLASTIC BOTTLES GZYEEKY.;5324,759322;EUR;5324,759322;6999,438697;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69174;44379;DOC2D0AAEFE5A1;15;11;PLASTIC BOTTLES GZYEEKY.;6785,527632;EUR;6785,527632;8919,630319;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69175;44398;DOC2C7D0EDBED4;4;11;PLASTIC BOTTLES GZYEEKY.;3278,618408;EUR;3278,618408;4309,770108;ST;11;Greiner Packaging Wartberg;Wartberg an der Krems;AT;Packaging;Plastic
69176;43994;DOC29A671CC4A5;2;;;22575,86026;EUR;22575,86026;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69177;43998;DOC274E9BB8F6A;2;;;22575,86026;EUR;22575,86026;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69178;44005;DOC2B0DCD7EFC4;2;;;22575,86026;EUR;22575,86026;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69179;43845;DOC2049830B953;2;;;61004,90635;EUR;61004,90635;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69180;43848;DOC259536A72BD;2;;;61004,90635;EUR;61004,90635;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69181;43855;DOC2CA104A15B2;2;;;61004,90635;EUR;61004,90635;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
69182;44171;DOC244C56D5272;2;;;67302,17343;EUR;67302,17343;;;10;TIGAS Erdgas Tirol GmbH;Innsbruck;AT;Indirect;Utilities
